query_id,doc_id,block_id,query_source,overlap,overlap_group
2,704,704_b000,cisi,0.08333333333333333,partial
2,68,68_b000,cisi,0.16666666666666666,partial
2,197,197_b000,cisi,0.08333333333333333,partial
2,324,324_b000,cisi,0.08333333333333333,partial
2,709,709_b000,cisi,0.08333333333333333,partial
2,720,720_b000,cisi,0.08333333333333333,partial
2,213,213_b000,cisi,0.08333333333333333,partial
2,214,214_b000,cisi,0.08333333333333333,partial
2,731,731_b000,cisi,0.08333333333333333,partial
2,733,733_b000,cisi,0.16666666666666666,partial
2,738,738_b000,cisi,0.08333333333333333,partial
2,740,740_b000,cisi,0.16666666666666666,partial
2,1136,1136_b000,cisi,0.16666666666666666,partial
2,499,499_b000,cisi,0.08333333333333333,partial
2,636,636_b000,cisi,0.16666666666666666,partial
3,640,640_b000,cisi,0.5,partial
3,131,131_b000,cisi,0.5,partial
3,1027,1027_b000,cisi,0.5,partial
3,133,133_b000,cisi,0.5,partial
3,901,901_b000,cisi,0.25,partial
3,136,136_b000,cisi,0.5,partial
3,138,138_b000,cisi,0.5,partial
3,140,140_b000,cisi,0.5,partial
3,909,909_b000,cisi,0.0,none
3,911,911_b000,cisi,0.0,none
3,1169,1169_b000,cisi,0.75,partial
3,532,532_b000,cisi,0.25,partial
3,660,660_b000,cisi,0.25,partial
3,664,664_b000,cisi,0.25,partial
3,537,537_b000,cisi,0.5,partial
3,1179,1179_b000,cisi,0.5,partial
3,412,412_b001,cisi,0.25,partial
3,540,540_b000,cisi,0.25,partial
3,1053,1053_b000,cisi,0.25,partial
3,1181,1181_b000,cisi,0.75,partial
3,803,803_b001,cisi,0.75,partial
3,1190,1190_b000,cisi,0.25,partial
3,1191,1191_b000,cisi,0.25,partial
3,553,553_b000,cisi,0.5,partial
3,554,554_b000,cisi,0.5,partial
3,555,555_b000,cisi,0.25,partial
3,1326,1326_b000,cisi,0.25,partial
3,60,60_b000,cisi,0.5,partial
3,445,445_b000,cisi,0.25,partial
3,454,454_b000,cisi,0.25,partial
3,585,585_b000,cisi,0.5,partial
3,461,461_b000,cisi,0.25,partial
3,590,590_b000,cisi,0.25,partial
3,463,463_b000,cisi,0.5,partial
3,85,85_b000,cisi,0.5,partial
3,469,469_b000,cisi,0.75,partial
3,599,599_b000,cisi,0.75,partial
3,346,346_b000,cisi,0.5,partial
3,359,359_b000,cisi,0.0,none
3,363,363_b000,cisi,0.5,partial
3,114,114_b000,cisi,0.25,partial
3,372,372_b000,cisi,0.5,partial
3,123,123_b002,cisi,0.75,partial
3,126,126_b000,cisi,0.5,partial
4,321,321_b000,cisi,0.2,partial
4,420,420_b000,cisi,0.3,partial
4,329,329_b000,cisi,0.1,partial
4,332,332_b000,cisi,0.3,partial
4,980,980_b000,cisi,0.3,partial
4,310,310_b000,cisi,0.1,partial
4,601,601_b000,cisi,0.3,partial
4,315,315_b000,cisi,0.0,none
5,642,642_b000,cisi,0.125,partial
5,648,648_b000,cisi,0.375,partial
5,137,137_b002,cisi,0.1875,partial
5,1035,1035_b000,cisi,0.1875,partial
5,525,525_b000,cisi,0.3125,partial
5,400,400_b003,cisi,0.0625,partial
5,528,528_b000,cisi,0.25,partial
5,32,32_b000,cisi,0.125,partial
5,692,692_b000,cisi,0.1875,partial
5,56,56_b000,cisi,0.0,none
5,187,187_b000,cisi,0.0,none
5,188,188_b000,cisi,0.0,none
5,191,191_b000,cisi,0.0,none
5,65,65_b000,cisi,0.0625,partial
5,451,451_b000,cisi,0.25,partial
5,453,453_b000,cisi,0.0625,partial
5,1356,1356_b000,cisi,0.125,partial
5,339,339_b000,cisi,0.0625,partial
5,471,471_b000,cisi,0.25,partial
5,1246,1246_b000,cisi,0.125,partial
5,241,241_b000,cisi,0.1875,partial
5,114,114_b000,cisi,0.25,partial
5,370,370_b000,cisi,0.1875,partial
5,124,124_b000,cisi,0.0625,partial
6,400,400_b000,cisi,0.14285714285714285,partial
7,320,320_b002,cisi,0.1111111111111111,partial
7,645,645_b000,cisi,0.1111111111111111,partial
7,332,332_b000,cisi,0.1111111111111111,partial
7,724,724_b000,cisi,0.05555555555555555,partial
7,725,725_b000,cisi,0.1111111111111111,partial
7,310,310_b000,cisi,0.16666666666666666,partial
7,375,375_b000,cisi,0.2777777777777778,partial
7,376,376_b000,cisi,0.16666666666666666,partial
8,864,864_b000,cisi,0.0,none
8,65,65_b000,cisi,0.125,partial
8,802,802_b000,cisi,0.0,none
8,707,707_b000,cisi,0.25,partial
8,900,900_b000,cisi,0.125,partial
8,37,37_b000,cisi,0.25,partial
8,1024,1024_b000,cisi,0.375,partial
8,1382,1382_b000,cisi,0.125,partial
8,40,40_b000,cisi,0.0,none
8,1161,1161_b000,cisi,0.375,partial
8,1225,1225_b000,cisi,0.0,none
8,1226,1226_b000,cisi,0.125,partial
8,1414,1414_b000,cisi,0.375,partial
8,529,529_b000,cisi,0.125,partial
8,1409,1409_b000,cisi,0.125,partial
8,1267,1267_b000,cisi,0.25,partial
8,760,760_b000,cisi,0.125,partial
8,507,507_b000,cisi,0.0,none
9,6,6_b004,cisi,0.1111111111111111,partial
9,1159,1159_b000,cisi,0.0,none
9,1161,1161_b000,cisi,0.2222222222222222,partial
9,1162,1162_b000,cisi,0.2222222222222222,partial
9,1164,1164_b000,cisi,0.2222222222222222,partial
9,1165,1165_b000,cisi,0.2222222222222222,partial
9,1294,1294_b000,cisi,0.2222222222222222,partial
9,1427,1427_b000,cisi,0.1111111111111111,partial
9,1185,1185_b000,cisi,0.0,none
9,1190,1190_b000,cisi,0.2222222222222222,partial
9,1191,1191_b000,cisi,0.2222222222222222,partial
9,1323,1323_b000,cisi,0.4444444444444444,partial
9,174,174_b000,cisi,0.2222222222222222,partial
9,175,175_b000,cisi,0.4444444444444444,partial
9,1327,1327_b000,cisi,0.3333333333333333,partial
9,179,179_b000,cisi,0.4444444444444444,partial
9,1077,1077_b000,cisi,0.1111111111111111,partial
9,566,566_b000,cisi,0.2222222222222222,partial
9,572,572_b000,cisi,0.3333333333333333,partial
9,320,320_b003,cisi,0.1111111111111111,partial
9,577,577_b000,cisi,0.3333333333333333,partial
9,324,324_b000,cisi,0.2222222222222222,partial
9,1224,1224_b000,cisi,0.3333333333333333,partial
9,329,329_b000,cisi,0.2222222222222222,partial
9,1225,1225_b000,cisi,0.1111111111111111,partial
9,212,212_b000,cisi,0.2222222222222222,partial
9,600,600_b000,cisi,0.1111111111111111,partial
9,1120,1120_b000,cisi,0.3333333333333333,partial
9,1382,1382_b000,cisi,0.2222222222222222,partial
9,1129,1129_b000,cisi,0.3333333333333333,partial
9,1130,1130_b000,cisi,0.3333333333333333,partial
9,1131,1131_b000,cisi,0.0,none
9,1388,1388_b000,cisi,0.0,none
9,1267,1267_b000,cisi,0.1111111111111111,partial
10,1159,1159_b000,cisi,0.0,none
10,399,399_b000,cisi,0.14285714285714285,partial
10,277,277_b000,cisi,0.0,none
10,1045,1045_b000,cisi,0.2857142857142857,partial
10,1173,1173_b000,cisi,0.42857142857142855,partial
10,536,536_b000,cisi,0.5714285714285714,partial
10,25,25_b002,cisi,0.42857142857142855,partial
10,540,540_b000,cisi,0.14285714285714285,partial
10,175,175_b000,cisi,0.42857142857142855,partial
10,1204,1204_b000,cisi,0.14285714285714285,partial
10,1082,1082_b000,cisi,0.0,none
10,829,829_b000,cisi,0.42857142857142855,partial
10,574,574_b000,cisi,0.2857142857142857,partial
10,972,972_b000,cisi,0.42857142857142855,partial
10,462,462_b000,cisi,0.5714285714285714,partial
10,1116,1116_b000,cisi,0.14285714285714285,partial
10,1117,1117_b000,cisi,0.2857142857142857,partial
10,605,605_b000,cisi,0.0,none
10,1119,1119_b000,cisi,0.14285714285714285,partial
10,1123,1123_b000,cisi,0.14285714285714285,partial
10,228,228_b000,cisi,0.2857142857142857,partial
10,229,229_b001,cisi,0.42857142857142855,partial
10,615,615_b000,cisi,0.42857142857142855,partial
10,233,233_b000,cisi,0.0,none
10,1385,1385_b000,cisi,0.42857142857142855,partial
10,1141,1141_b000,cisi,0.0,none
11,513,513_b000,cisi,0.5714285714285714,partial
11,2,2_b000,cisi,0.14285714285714285,partial
11,15,15_b000,cisi,0.2857142857142857,partial
11,533,533_b000,cisi,0.2857142857142857,partial
11,32,32_b000,cisi,0.2857142857142857,partial
11,33,33_b000,cisi,0.2857142857142857,partial
11,544,544_b000,cisi,0.5714285714285714,partial
11,547,547_b000,cisi,0.42857142857142855,partial
11,37,37_b000,cisi,0.2857142857142857,partial
11,41,41_b000,cisi,0.42857142857142855,partial
11,560,560_b000,cisi,0.42857142857142855,partial
11,1080,1080_b000,cisi,0.2857142857142857,partial
11,1081,1081_b000,cisi,0.2857142857142857,partial
11,63,63_b000,cisi,0.2857142857142857,partial
11,1089,1089_b000,cisi,0.5714285714285714,partial
11,67,67_b000,cisi,0.2857142857142857,partial
11,1094,1094_b000,cisi,0.2857142857142857,partial
11,1095,1095_b000,cisi,0.42857142857142855,partial
11,1096,1096_b000,cisi,0.14285714285714285,partial
11,1098,1098_b000,cisi,0.5714285714285714,partial
11,1099,1099_b000,cisi,0.42857142857142855,partial
11,1102,1102_b000,cisi,0.2857142857142857,partial
11,1110,1110_b000,cisi,0.2857142857142857,partial
11,87,87_b000,cisi,0.0,none
11,1113,1113_b000,cisi,0.2857142857142857,partial
11,90,90_b002,cisi,0.14285714285714285,partial
11,602,602_b000,cisi,0.2857142857142857,partial
11,1114,1114_b000,cisi,0.14285714285714285,partial
11,605,605_b000,cisi,0.14285714285714285,partial
11,95,95_b000,cisi,0.42857142857142855,partial
11,1121,1121_b000,cisi,0.42857142857142855,partial
11,1122,1122_b000,cisi,0.14285714285714285,partial
11,1128,1128_b000,cisi,0.2857142857142857,partial
11,110,110_b000,cisi,0.2857142857142857,partial
11,113,113_b000,cisi,0.2857142857142857,partial
11,116,116_b000,cisi,0.2857142857142857,partial
11,121,121_b000,cisi,0.14285714285714285,partial
11,1151,1151_b000,cisi,0.2857142857142857,partial
11,1155,1155_b000,cisi,0.42857142857142855,partial
11,1156,1156_b000,cisi,0.14285714285714285,partial
11,1158,1158_b000,cisi,0.42857142857142855,partial
11,1160,1160_b000,cisi,0.2857142857142857,partial
11,656,656_b000,cisi,0.14285714285714285,partial
11,657,657_b000,cisi,0.2857142857142857,partial
11,153,153_b000,cisi,0.0,none
11,666,666_b001,cisi,0.2857142857142857,partial
11,160,160_b000,cisi,0.42857142857142855,partial
11,163,163_b001,cisi,0.42857142857142855,partial
11,165,165_b000,cisi,0.2857142857142857,partial
11,166,166_b000,cisi,0.42857142857142855,partial
11,169,169_b000,cisi,0.14285714285714285,partial
11,172,172_b000,cisi,0.2857142857142857,partial
11,199,199_b000,cisi,0.42857142857142855,partial
11,1223,1223_b000,cisi,0.2857142857142857,partial
11,202,202_b000,cisi,0.2857142857142857,partial
11,714,714_b000,cisi,0.0,none
11,716,716_b000,cisi,0.2857142857142857,partial
11,1228,1228_b000,cisi,0.14285714285714285,partial
11,718,718_b000,cisi,0.14285714285714285,partial
11,719,719_b000,cisi,0.42857142857142855,partial
11,723,723_b000,cisi,0.14285714285714285,partial
11,1235,1235_b000,cisi,0.0,none
11,215,215_b000,cisi,0.0,none
11,728,728_b000,cisi,0.42857142857142855,partial
11,1241,1241_b000,cisi,0.2857142857142857,partial
11,219,219_b000,cisi,0.0,none
11,731,731_b000,cisi,0.42857142857142855,partial
11,733,733_b000,cisi,0.2857142857142857,partial
11,223,223_b000,cisi,0.0,none
11,737,737_b000,cisi,0.2857142857142857,partial
11,738,738_b000,cisi,0.0,none
11,739,739_b000,cisi,0.14285714285714285,partial
11,1254,1254_b000,cisi,0.14285714285714285,partial
11,1256,1256_b000,cisi,0.42857142857142855,partial
11,1257,1257_b000,cisi,0.14285714285714285,partial
11,1264,1264_b000,cisi,0.42857142857142855,partial
11,243,243_b000,cisi,0.5714285714285714,partial
11,1268,1268_b000,cisi,0.14285714285714285,partial
11,763,763_b000,cisi,0.42857142857142855,partial
11,252,252_b000,cisi,0.2857142857142857,partial
11,1275,1275_b000,cisi,0.0,none
11,254,254_b000,cisi,0.42857142857142855,partial
11,771,771_b000,cisi,0.42857142857142855,partial
11,772,772_b000,cisi,0.2857142857142857,partial
11,1284,1284_b000,cisi,0.42857142857142855,partial
11,266,266_b000,cisi,0.14285714285714285,partial
11,1295,1295_b000,cisi,0.2857142857142857,partial
11,1298,1298_b000,cisi,0.2857142857142857,partial
11,788,788_b000,cisi,0.0,none
11,789,789_b000,cisi,0.0,none
11,1303,1303_b000,cisi,0.14285714285714285,partial
11,1309,1309_b000,cisi,0.2857142857142857,partial
11,1319,1319_b000,cisi,0.14285714285714285,partial
11,309,309_b000,cisi,0.42857142857142855,partial
11,821,821_b000,cisi,0.42857142857142855,partial
11,314,314_b000,cisi,0.42857142857142855,partial
11,828,828_b000,cisi,0.2857142857142857,partial
11,837,837_b000,cisi,0.2857142857142857,partial
11,327,327_b000,cisi,0.42857142857142855,partial
11,839,839_b000,cisi,0.2857142857142857,partial
11,845,845_b000,cisi,0.14285714285714285,partial
11,345,345_b000,cisi,0.14285714285714285,partial
11,1373,1373_b000,cisi,0.14285714285714285,partial
11,355,355_b000,cisi,0.14285714285714285,partial
11,356,356_b000,cisi,0.0,none
11,360,360_b000,cisi,0.42857142857142855,partial
11,371,371_b000,cisi,0.2857142857142857,partial
11,372,372_b000,cisi,0.2857142857142857,partial
11,373,373_b000,cisi,0.14285714285714285,partial
11,1404,1404_b000,cisi,0.14285714285714285,partial
11,381,381_b000,cisi,0.5714285714285714,partial
11,386,386_b000,cisi,0.5714285714285714,partial
11,899,899_b000,cisi,0.5714285714285714,partial
11,391,391_b001,cisi,0.2857142857142857,partial
11,1418,1418_b000,cisi,0.42857142857142855,partial
11,395,395_b000,cisi,0.14285714285714285,partial
11,398,398_b000,cisi,0.14285714285714285,partial
11,415,415_b000,cisi,0.0,none
11,1446,1446_b000,cisi,0.42857142857142855,partial
11,439,439_b000,cisi,0.42857142857142855,partial
11,440,440_b000,cisi,0.42857142857142855,partial
11,952,952_b000,cisi,0.14285714285714285,partial
11,953,953_b000,cisi,0.14285714285714285,partial
11,453,453_b000,cisi,0.2857142857142857,partial
11,965,965_b000,cisi,0.42857142857142855,partial
11,967,967_b000,cisi,0.14285714285714285,partial
11,456,456_b000,cisi,0.42857142857142855,partial
12,899,899_b000,cisi,0.25,partial
12,133,133_b000,cisi,0.25,partial
12,1190,1190_b000,cisi,0.25,partial
12,1191,1191_b000,cisi,0.25,partial
12,136,136_b002,cisi,0.25,partial
12,1290,1290_b000,cisi,0.25,partial
12,1293,1293_b000,cisi,0.125,partial
12,1363,1363_b000,cisi,0.125,partial
12,341,341_b000,cisi,0.125,partial
12,53,53_b000,cisi,0.0,none
12,376,376_b000,cisi,0.25,partial
12,1209,1209_b000,cisi,0.375,partial
12,347,347_b000,cisi,0.125,partial
13,514,514_b000,cisi,0.375,partial
13,519,519_b000,cisi,0.375,partial
13,523,523_b000,cisi,0.625,partial
13,525,525_b000,cisi,0.5,partial
13,532,532_b000,cisi,0.25,partial
13,538,538_b000,cisi,0.375,partial
13,27,27_b000,cisi,0.375,partial
13,28,28_b000,cisi,0.375,partial
13,1054,1054_b000,cisi,0.5,partial
13,42,42_b000,cisi,0.0,none
13,49,49_b000,cisi,0.375,partial
13,50,50_b000,cisi,0.125,partial
13,52,52_b000,cisi,0.25,partial
13,565,565_b000,cisi,0.625,partial
13,57,57_b000,cisi,0.375,partial
13,59,59_b000,cisi,0.5,partial
13,61,61_b000,cisi,0.25,partial
13,67,67_b000,cisi,0.5,partial
13,72,72_b000,cisi,0.375,partial
13,73,73_b000,cisi,0.375,partial
13,75,75_b000,cisi,0.125,partial
13,77,77_b000,cisi,0.25,partial
13,595,595_b000,cisi,0.5,partial
13,84,84_b000,cisi,0.0,none
13,596,596_b000,cisi,0.125,partial
13,608,608_b000,cisi,0.125,partial
13,1124,1124_b000,cisi,0.375,partial
13,1126,1126_b000,cisi,0.375,partial
13,1127,1127_b000,cisi,0.25,partial
13,114,114_b000,cisi,0.375,partial
13,1138,1138_b000,cisi,0.125,partial
13,1139,1139_b000,cisi,0.25,partial
13,1143,1143_b000,cisi,0.375,partial
13,120,120_b000,cisi,0.5,partial
13,1144,1144_b000,cisi,0.25,partial
13,634,634_b000,cisi,0.375,partial
13,128,128_b000,cisi,0.375,partial
13,134,134_b000,cisi,0.375,partial
13,646,646_b000,cisi,0.375,partial
13,137,137_b002,cisi,0.5,partial
13,139,139_b000,cisi,0.125,partial
13,656,656_b000,cisi,0.125,partial
13,146,146_b000,cisi,0.0,none
13,658,658_b000,cisi,0.375,partial
13,659,659_b000,cisi,0.125,partial
13,153,153_b000,cisi,0.25,partial
13,164,164_b000,cisi,0.25,partial
13,167,167_b000,cisi,0.125,partial
13,175,175_b000,cisi,0.5,partial
13,176,176_b000,cisi,0.25,partial
13,696,696_b000,cisi,0.125,partial
13,702,702_b000,cisi,0.25,partial
13,705,705_b000,cisi,0.25,partial
13,194,194_b000,cisi,0.375,partial
13,198,198_b000,cisi,0.25,partial
13,720,720_b000,cisi,0.125,partial
13,728,728_b000,cisi,0.375,partial
13,731,731_b000,cisi,0.5,partial
13,223,223_b000,cisi,0.125,partial
13,752,752_b000,cisi,0.125,partial
13,244,244_b000,cisi,0.25,partial
13,762,762_b000,cisi,0.375,partial
13,1282,1282_b000,cisi,0.375,partial
13,266,266_b000,cisi,0.25,partial
13,780,780_b000,cisi,0.5,partial
13,785,785_b000,cisi,0.25,partial
13,795,795_b000,cisi,0.25,partial
13,1307,1307_b000,cisi,0.375,partial
13,806,806_b000,cisi,0.125,partial
13,815,815_b000,cisi,0.25,partial
13,307,307_b000,cisi,0.0,none
13,309,309_b000,cisi,0.5,partial
13,311,311_b000,cisi,0.25,partial
13,826,826_b000,cisi,0.5,partial
13,827,827_b000,cisi,0.5,partial
13,829,829_b000,cisi,0.375,partial
13,835,835_b000,cisi,0.25,partial
13,327,327_b000,cisi,0.375,partial
13,328,328_b000,cisi,0.375,partial
13,347,347_b000,cisi,0.25,partial
13,389,389_b000,cisi,0.375,partial
13,956,956_b000,cisi,0.375,partial
13,966,966_b000,cisi,0.25,partial
13,458,458_b000,cisi,0.375,partial
13,474,474_b000,cisi,0.5,partial
13,484,484_b000,cisi,0.375,partial
13,486,486_b000,cisi,0.5,partial
13,493,493_b000,cisi,0.125,partial
13,494,494_b000,cisi,0.25,partial
13,508,508_b000,cisi,0.25,partial
13,509,509_b000,cisi,0.375,partial
14,890,890_b000,cisi,0.0,none
14,420,420_b000,cisi,0.25,partial
14,45,45_b000,cisi,0.25,partial
15,520,520_b000,cisi,0.1,partial
15,528,528_b000,cisi,0.4,partial
15,18,18_b000,cisi,0.4,partial
15,27,27_b000,cisi,0.3,partial
15,36,36_b000,cisi,0.0,none
15,49,49_b000,cisi,0.3,partial
15,56,56_b000,cisi,0.1,partial
15,59,59_b000,cisi,0.3,partial
15,67,67_b000,cisi,0.4,partial
15,74,74_b000,cisi,0.3,partial
15,1100,1100_b000,cisi,0.1,partial
15,591,591_b000,cisi,0.5,partial
15,594,594_b000,cisi,0.4,partial
15,83,83_b000,cisi,0.1,partial
15,623,623_b000,cisi,0.3,partial
15,629,629_b000,cisi,0.3,partial
15,126,126_b003,cisi,0.3,partial
15,639,639_b000,cisi,0.2,partial
15,1161,1161_b000,cisi,0.1,partial
15,158,158_b000,cisi,0.2,partial
15,164,164_b000,cisi,0.2,partial
15,167,167_b000,cisi,0.2,partial
15,690,690_b000,cisi,0.3,partial
15,192,192_b000,cisi,0.2,partial
15,720,720_b000,cisi,0.1,partial
15,723,723_b000,cisi,0.2,partial
15,724,724_b000,cisi,0.2,partial
15,214,214_b000,cisi,0.3,partial
15,727,727_b000,cisi,0.3,partial
15,728,728_b000,cisi,0.3,partial
15,731,731_b000,cisi,0.3,partial
15,222,222_b000,cisi,0.1,partial
15,223,223_b000,cisi,0.2,partial
15,1248,1248_b001,cisi,0.1,partial
15,250,250_b003,cisi,0.3,partial
15,779,779_b000,cisi,0.1,partial
15,281,281_b000,cisi,0.1,partial
15,1305,1305_b000,cisi,0.3,partial
15,292,292_b000,cisi,0.2,partial
15,295,295_b000,cisi,0.2,partial
15,299,299_b000,cisi,0.2,partial
15,307,307_b000,cisi,0.2,partial
15,822,822_b000,cisi,0.3,partial
15,834,834_b000,cisi,0.0,none
15,839,839_b000,cisi,0.5,partial
15,1353,1353_b000,cisi,0.2,partial
15,331,331_b000,cisi,0.1,partial
15,1358,1358_b000,cisi,0.1,partial
15,848,848_b000,cisi,0.2,partial
15,849,849_b000,cisi,0.3,partial
15,336,336_b000,cisi,0.1,partial
15,338,338_b000,cisi,0.2,partial
15,1363,1363_b001,cisi,0.1,partial
15,1366,1366_b000,cisi,0.0,none
15,1368,1368_b000,cisi,0.3,partial
15,1371,1371_b000,cisi,0.0,none
15,348,348_b000,cisi,0.2,partial
15,1372,1372_b000,cisi,0.0,none
15,1374,1374_b000,cisi,0.1,partial
15,1375,1375_b000,cisi,0.1,partial
15,1376,1376_b000,cisi,0.1,partial
15,865,865_b000,cisi,0.3,partial
15,1377,1377_b000,cisi,0.2,partial
15,872,872_b000,cisi,0.1,partial
15,365,365_b000,cisi,0.1,partial
15,366,366_b000,cisi,0.1,partial
15,367,367_b000,cisi,0.2,partial
15,368,368_b000,cisi,0.0,none
15,372,372_b000,cisi,0.1,partial
15,381,381_b001,cisi,0.3,partial
15,897,897_b000,cisi,0.0,none
15,1410,1410_b000,cisi,0.4,partial
15,446,446_b000,cisi,0.3,partial
15,458,458_b000,cisi,0.3,partial
15,465,465_b000,cisi,0.1,partial
15,466,466_b000,cisi,0.2,partial
15,482,482_b000,cisi,0.2,partial
15,490,490_b000,cisi,0.4,partial
15,491,491_b000,cisi,0.0,none
15,495,495_b000,cisi,0.3,partial
15,497,497_b002,cisi,0.4,partial
15,507,507_b000,cisi,0.2,partial
16,528,528_b000,cisi,0.2,partial
16,529,529_b000,cisi,0.2,partial
16,1171,1171_b000,cisi,0.3,partial
16,534,534_b000,cisi,0.4,partial
16,169,169_b000,cisi,0.1,partial
16,1193,1193_b000,cisi,0.1,partial
16,1198,1198_b000,cisi,0.1,partial
16,1073,1073_b000,cisi,0.2,partial
16,947,947_b000,cisi,0.3,partial
16,1207,1207_b000,cisi,0.2,partial
16,197,197_b000,cisi,0.3,partial
16,854,854_b000,cisi,0.0,none
16,1366,1366_b000,cisi,0.0,none
16,734,734_b000,cisi,0.1,partial
16,481,481_b000,cisi,0.3,partial
16,1121,1121_b000,cisi,0.2,partial
16,997,997_b000,cisi,0.0,none
16,497,497_b002,cisi,0.3,partial
16,1011,1011_b000,cisi,0.2,partial
16,885,885_b000,cisi,0.1,partial
16,1013,1013_b000,cisi,0.1,partial
16,375,375_b000,cisi,0.3,partial
16,1146,1146_b000,cisi,0.2,partial
16,123,123_b001,cisi,0.4,partial
16,508,508_b000,cisi,0.2,partial
16,126,126_b002,cisi,0.3,partial
17,1415,1415_b000,cisi,0.18181818181818182,partial
17,529,529_b000,cisi,0.09090909090909091,partial
17,286,286_b000,cisi,0.09090909090909091,partial
17,1057,1057_b000,cisi,0.09090909090909091,partial
17,34,34_b000,cisi,0.09090909090909091,partial
17,1058,1058_b000,cisi,0.0,none
17,1059,1059_b000,cisi,0.09090909090909091,partial
17,1060,1060_b000,cisi,0.0,none
17,680,680_b000,cisi,0.18181818181818182,partial
17,53,53_b000,cisi,0.09090909090909091,partial
17,578,578_b000,cisi,0.09090909090909091,partial
17,582,582_b000,cisi,0.18181818181818182,partial
17,465,465_b000,cisi,0.0,none
17,721,721_b000,cisi,0.0,none
17,467,467_b000,cisi,0.0,none
17,724,724_b000,cisi,0.09090909090909091,partial
17,1371,1371_b000,cisi,0.09090909090909091,partial
17,482,482_b000,cisi,0.09090909090909091,partial
17,491,491_b000,cisi,0.0,none
17,1014,1014_b000,cisi,0.0,none
17,375,375_b000,cisi,0.18181818181818182,partial
17,376,376_b001,cisi,0.2727272727272727,partial
17,633,633_b000,cisi,0.09090909090909091,partial
17,507,507_b000,cisi,0.0,none
17,252,252_b000,cisi,0.2727272727272727,partial
17,763,763_b000,cisi,0.09090909090909091,partial
18,833,833_b000,cisi,0.15384615384615385,partial
18,66,66_b000,cisi,0.0,none
18,1026,1026_b000,cisi,0.07692307692307693,partial
18,1092,1092_b000,cisi,0.15384615384615385,partial
18,709,709_b000,cisi,0.23076923076923078,partial
18,1292,1292_b000,cisi,0.15384615384615385,partial
18,1452,1452_b000,cisi,0.3076923076923077,partial
18,175,175_b000,cisi,0.15384615384615385,partial
18,80,80_b000,cisi,0.0,none
18,695,695_b000,cisi,0.15384615384615385,partial
18,1180,1180_b000,cisi,0.15384615384615385,partial
19,518,518_b000,cisi,0.0,none
19,520,520_b000,cisi,0.0,none
19,521,521_b000,cisi,0.14285714285714285,partial
